obs,time,elapsed,date,hhmmss,averaging,plot,plant,leaf,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,¦ÁVc,Edyn,Hr,Hs,dHs/dt,¦ÁVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,¦¤Pcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,Tled,Pc,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
233,1639112583,1016.6,20211210 13:03:02,13:03:02,0,plot-sdfgghhh1-1,1,ertyhghj,1639112583,0.002699933,2.699933391,15.20144867,400.055,276.5091306,28.41984707,41.11799815,0.215208884,3.272960861,0.207645191,0.130435666,155.1334174,25.17839142,25.129,3.204214387,59.8339126,1.900983452,3.177100358,1.303230935,-119.0670626,-25.16203608,-1.627111217,9.277207507,15.15250521,2.696888551,15.20144867,415.3206244,407.5906,4.02299E-06,91.0971969,2.699933391,17.17085831,18.49525333,-1.60596E-07,100.31,5,1,1,0,54726.27157,977.527,824.0550616,0.842999796,0.15869988,3,0.5,0: Broadleaf,2,TRUE,1639112583,400.055,408.167,18.4955,17.1726,399.511,18.2821,600.274,102.581,0.199863,24.9864,25.129,999.9,0,0,10022.5,398.569,0.916915,977.527,0.900001,0.0999988,26,21209.2,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.544,0.2134,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,16.4,16.5,19,613.282,416.073,26.9017,21.7441,30.0003,21.6158,21.5954,20.8485,29.1907,79.1087,26.907,408.127,17.232,101.982,101.932
234,1639112587,1020.6,20211210 13:03:06,13:03:06,0,plot-sdfgghhh1-1,1,ertyhghj,1639112587,0.002700263,2.700263094,14.99357475,400.049,278.0359161,28.5771081,41.11786592,0.215142284,3.266138893,0.207567993,0.1303883,154.3956587,25.17535542,25.1334,3.205054211,59.837653,1.901170301,3.177214021,1.30388391,-119.0816024,-25.77870931,-1.670512461,7.864834472,14.97682048,2.693374691,14.99357475,415.2141581,407.5930121,2.15082E-05,91.0971969,2.700263094,17.17347853,18.49744606,1.37189E-06,100.31,5,1,1,0,54536.85294,972.878,820.1363495,0.843000201,0.158699918,3,0.5,0: Broadleaf,2,TRUE,1639112587,400.049,408.069,18.4971,17.1765,399.505,18.2837,600.535,102.582,0.200074,24.987,25.1334,999.9,0,0,9986.25,396.748,0.916915,972.878,0.900002,0.0999983,26,21108.3,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.544,0.2134,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,16.5,16.5,19,613.467,415.987,26.91,21.746,30.0003,21.6176,21.5968,20.8486,29.1907,79.1087,26.9167,408.012,17.2348,101.981,101.931
235,1639112591,1024.6,20211210 13:03:10,13:03:10,0,plot-sdfgghhh1-1,1,ertyhghj,1639112591,0.002690026,2.69002587,14.96179872,400.059,277.8341095,28.55633544,41.11884974,0.21425648,3.269681078,0.206751093,0.129871859,153.7275256,25.17760886,25.1341,3.205187837,59.82312925,1.901116875,3.177896073,1.304070961,-118.6301409,-25.29546914,-1.637457139,8.164458384,14.99530576,2.682595199,14.96179872,415.2159566,407.6110121,2.17019E-05,91.0971969,2.69002587,17.1765337,18.49548545,-1.00254E-06,100.31,5,1,1,0,54634.41208,968.667,816.5863101,0.84300003,0.158700075,3,0.5,0: Broadleaf,2,TRUE,1639112591,400.059,408.086,18.4966,17.1813,399.515,18.2832,600.542,102.582,0.199964,24.9906,25.1341,999.9,0,0,10005,394.963,0.927831,968.667,0.899999,0.100001,26,21017,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.544,0.2134,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,16.6,16.6,19,613.484,416.043,26.9184,21.7478,30.0004,21.619,21.5986,20.8482,28.9151,79.1087,26.9249,408.053,17.2357,101.979,101.929
236,1639112595,1028.6,20211210 13:03:14,13:03:14,0,plot-sdfgghhh1-1,1,ertyhghj,1639112595,0.002678375,2.678374972,15.0709016,400.042,276.5750981,28.42691241,41.11707444,0.213455475,3.271679737,0.206009432,0.129403253,153.0704994,25.17933857,25.1312,3.204634275,59.82707398,1.901536986,3.178388746,1.303097288,-118.1163363,-24.34082612,-1.574695074,9.038641996,15.05022813,2.616208939,15.0709016,415.2283177,407.5652788,-3.57456E-05,91.0971969,2.678374972,17.18587067,18.49955212,1.63799E-06,100.31,5,1,1,0,54689.43703,964.528,813.0969912,0.842999883,0.158699902,3,0.5,0: Broadleaf,2,TRUE,1639112595,400.042,408.086,18.5007,17.2175,399.497,18.2871,600.329,102.582,0.199894,24.9932,25.1312,999.9,0,0,10015.6,393.287,0.922373,964.528,0.900001,0.0999989,26,20927.2,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2136,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,16.6,16.7,19,613.269,416.127,26.9244,21.7496,30.0001,21.6208,21.6004,20.8486,28.9151,79.1087,26.9249,408.009,17.2329,101.98,101.929
237,1639112599,1032.6,20211210 13:03:18,13:03:18,0,plot-sdfgghhh1-1,1,ertyhghj,1639112599,0.002639969,2.639969375,15.13317166,399.996,274.5684856,28.22044466,41.11201968,0.210665715,3.262806567,0.203390473,0.127751766,152.287208,25.18487437,25.1276,3.203947211,59.87277381,1.903012197,3.178426646,1.300935014,-116.4226494,-23.60637419,-1.531307699,10.72687673,15.03341964,2.642092502,15.13317166,415.2383058,407.5450545,-8.17307E-06,91.0971969,2.639969375,17.21999651,18.51451091,6.56572E-06,100.31,5,1,1,0,54443.43313,959.593,808.9371178,0.843000228,0.15869979,3,0.5,0: Broadleaf,2,TRUE,1639112599,399.996,408.035,18.5152,17.2196,399.451,18.3007,600.457,102.581,0.200077,24.9934,25.1276,999.9,0,0,9968.75,391.484,0.922373,959.593,0.900004,0.0999964,26,20820.1,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2145,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,16.7,16.7,19,613.637,415.948,26.9303,21.7514,30.0002,21.6226,21.6022,20.8499,28.9151,78.7382,26.9304,407.996,17.2321,101.979,101.93
238,1639112603,1036.6,20211210 13:03:22,13:03:22,0,plot-sdfgghhh1-1,1,ertyhghj,1639112603,0.002654155,2.654154683,15.1096879,399.983,275.2781174,28.29363243,41.11104831,0.211672246,3.267556813,0.204338899,0.128349518,151.6201626,25.17912115,25.1353,3.205416921,59.88512167,1.903563549,3.178691962,1.301853372,-117.0482215,-24.75055347,-1.603268151,8.2181195,15.26378521,2.666218288,15.1096879,415.2026106,407.5203576,-1.50051E-05,91.0971969,2.654154683,17.21789953,18.51955636,4.03523E-06,100.31,5,1,1,0,54574.71854,955.389,805.3928983,0.84299997,0.158699925,3,0.5,0: Broadleaf,2,TRUE,1639112603,399.983,408.143,18.5204,17.2128,399.439,18.3057,600.376,102.582,0.199989,24.9948,25.1353,999.9,0,0,9993.75,389.705,0.916915,955.389,0.900001,0.099999,26,20728.9,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.544,0.2147,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,16.8,16.8,19,613.495,415.986,26.9342,21.7533,30.0004,21.6244,21.6036,20.8497,28.9151,78.7382,26.935,408.076,17.2321,101.979,101.929
239,1639112607,1040.6,20211210 13:03:26,13:03:26,0,plot-sdfgghhh1-1,1,ertyhghj,1639112607,0.002673842,2.673841991,15.19519468,400.018,275.6440452,28.33039837,41.11341962,0.213518155,3.268446098,0.206060726,0.129436275,150.957655,25.171615,25.1302,3.204443411,59.89409297,1.903928178,3.178824627,1.300515233,-117.9164318,-23.73528038,-1.537049374,7.768893467,15.15517967,2.673824257,15.19519468,415.3003583,407.5727636,2.38718E-05,91.0971969,2.673841991,17.2126017,18.52419697,2.00106E-06,100.31,5,1,1,0,54599.1841,951.214,801.8736217,0.843000231,0.158699993,3,0.5,0: Broadleaf,2,TRUE,1639112607,400.018,408.127,18.5245,17.2129,399.474,18.3095,600.25,102.579,0.199924,24.9955,25.1302,999.9,0,0,9998.75,388.016,0.922373,951.214,0.900001,0.0999993,26,20638.3,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.544,0.215,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,16.8,16.9,19,613.256,416.152,26.9376,21.7551,30.0003,21.6258,21.6054,20.8489,28.9151,78.7382,26.9386,408.034,17.2321,101.978,101.929
240,1639112611,1044.6,20211210 13:03:30,13:03:30,0,plot-sdfgghhh1-1,1,ertyhghj,1639112611,0.002671864,2.671864115,15.14985068,399.997,275.9651283,28.36425637,41.11250405,0.213495934,3.270397899,0.206044311,0.129425525,150.1566466,25.16771382,25.1256,3.203565564,59.89202356,1.903862395,3.178824627,1.299703169,-117.8292075,-22.93841127,-1.484524823,7.904503012,15.05490201,2.662795504,15.14985068,415.2534085,407.552497,-3.45805E-06,91.0971969,2.671864115,17.2133441,18.52338909,1.93891E-07,100.31,5,1,1,0,54653.41235,946.167,797.6190535,0.843000288,0.15869994,3,0.5,0: Broadleaf,2,TRUE,1639112611,399.997,408.05,18.5233,17.2177,399.453,18.3084,600.522,102.582,0.200031,24.9955,25.1256,999.9,0,0,10008.8,386.231,0.922373,946.167,0.900002,0.0999984,26,20528.8,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.544,0.2149,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,16.9,16.9,19,613.661,415.889,26.9402,21.757,30.0003,21.6276,21.607,20.8507,28.9151,78.7382,26.9418,408.05,17.2321,101.979,101.929
241,1639112615,1048.6,20211210 13:03:34,13:03:34,0,plot-sdfgghhh1-1,1,ertyhghj,1639112615,0.002665403,2.665402545,14.99246351,400.034,277.0204146,28.47218592,41.11553452,0.213138804,3.267047507,0.205704293,0.12921154,149.4868689,25.1658277,25.1213,3.202745158,59.89833488,1.904063021,3.178824627,1.298682137,-117.5442522,-22.1575396,-1.435427985,8.349649112,15.11367443,2.666960728,14.99246351,415.1961292,407.5753455,1.26283E-05,91.0971969,2.665402545,17.21786646,18.52469758,8.84136E-07,100.31,5,1,1,0,54560.42986,941.947,794.0613464,0.843000027,0.158699873,3,0.5,0: Broadleaf,2,TRUE,1639112615,400.034,408.117,18.5256,17.218,399.49,18.3106,600.54,102.58,0.2001,24.9955,25.1213,999.9,0,0,9991.25,384.368,0.916915,941.947,0.900002,0.0999981,26,20437.2,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.544,0.215,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,17,17,19,613.518,415.957,26.9425,21.7588,30.0003,21.6294,21.6085,20.8489,28.9151,78.7382,26.9418,407.993,17.2321,101.98,101.927
242,1639112619,1052.6,20211210 13:03:38,13:03:38,0,plot-sdfgghhh1-1,1,ertyhghj,1639112619,0.002666226,2.666225917,15.08948517,400.066,276.3640306,28.40466992,41.11874707,0.213234605,3.270813644,0.205801781,0.129272338,148.8192924,25.16189421,25.1201,3.20251624,59.89790024,1.904049204,3.178824627,1.298467036,-117.580563,-21.97147871,-1.421726921,7.845523823,15.10767404,2.660292376,15.08948517,415.2744114,407.6021091,1.39739E-05,91.0971969,2.666225917,17.21861724,18.52622364,3.84298E-07,100.31,5,1,1,0,54664.91297,937.741,790.515362,0.842999679,0.158699782,3,0.5,0: Broadleaf,2,TRUE,1639112619,400.066,408.147,18.5255,17.2208,399.521,18.3104,600.37,102.58,0.199909,24.9955,25.1201,999.9,0,0,10011.2,382.733,0.916915,937.741,0.900002,0.0999977,26,20346,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2151,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,17,17.1,19,613.228,416.054,26.9443,21.7607,30.0002,21.631,21.6104,20.8443,28.9151,78.7382,26.9449,407.964,17.2321,101.98,101.928
243,1639112623,1056.6,20211210 13:03:42,13:03:42,0,plot-sdfgghhh1-1,1,ertyhghj,1639112623,0.002662672,2.662671889,15.03733451,400.034,276.6487255,28.43340409,41.11469645,0.213071554,3.269135672,0.205646213,0.129174463,148.0296401,25.15670172,25.117,3.201924936,59.91036669,1.904229765,3.178464548,1.29769517,-117.4238303,-21.74871227,-1.407999096,7.449098466,14.89499101,2.658059035,15.03733451,415.2573086,407.6129818,-3.41035E-05,91.0971969,2.662671889,17.22149797,18.52715758,4.24612E-07,100.31,5,1,1,0,54618.63972,932.764,786.3202675,0.843000231,0.158699993,3,0.5,0: Broadleaf,2,TRUE,1639112623,400.034,408.007,18.5276,17.2242,399.489,18.3124,600.463,102.578,0.200005,24.9936,25.117,999.9,0,0,10002.5,380.955,0.916915,932.764,0.900001,0.0999993,26,20238,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2152,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,17.1,17.1,19,613.63,415.82,26.9466,21.7625,30.0003,21.6326,21.6122,20.8458,28.9151,78.7382,26.9481,408.082,17.2321,101.98,101.929
244,1639112627,1060.6,20211210 13:03:46,13:03:46,0,plot-sdfgghhh1-1,1,ertyhghj,1639112627,0.002660056,2.6600563,14.86820574,400.058,277.9850018,28.57159787,41.1183921,0.213089663,3.269190886,0.205663204,0.129185178,147.3818318,25.15406162,25.1111,3.200799813,59.91629342,1.904440854,3.178502449,1.296358959,-117.3084828,-20.67396302,-1.338359446,8.06102652,14.86358188,2.655860539,14.86820574,415.167925,407.6080788,3.53625E-05,91.0971969,2.6600563,17.22442014,18.52897576,3.25914E-07,100.31,5,1,1,0,54620.20044,928.683,782.8796325,0.842999853,0.158699827,3,0.5,0: Broadleaf,2,TRUE,1639112627,400.058,408.016,18.5291,17.2266,399.513,18.3139,600.38,102.581,0.200077,24.9938,25.1111,999.9,0,0,10002.5,379.128,0.916915,928.683,0.900002,0.0999979,26,20149.5,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2152,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,17.2,17.2,19,613.469,415.844,26.9493,21.7643,30.0001,21.6345,21.6135,20.8453,28.9151,78.7382,26.9525,407.963,17.2321,101.978,101.928
245,1639112630,1064.1,20211210 13:03:50,13:03:50,0,plot-sdfgghhh1-1,1,ertyhghj,1639112630,0.002656873,2.656872662,14.98505145,399.985,277.0424706,28.47472988,41.11089828,0.213124708,3.26612048,0.205689131,0.129202152,146.782202,25.15285359,25.1019,3.199046074,59.91076071,1.904389889,3.178710914,1.294656185,-117.1680844,-18.84089034,-1.220789618,9.552437699,14.88438571,2.650999143,14.98505145,415.1435893,407.5262667,-7.30091E-05,91.0971969,2.656872662,17.22648386,18.52925394,1.31507E-06,100.31,5,1,1,0,54534.87551,924.904,779.6938306,0.842999739,0.158699932,3,0.5,0: Broadleaf,2,TRUE,1639112630,399.985,407.951,18.5286,17.2287,399.441,18.3134,600.48,102.581,0.2001,24.9949,25.1019,999.9,0,0,9986.25,377.613,0.916915,924.904,0.9,0.0999997,26,20067.5,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.544,0.2152,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,17.2,17.2,19,613.538,415.829,26.9524,21.7659,30.0002,21.6356,21.6151,20.849,28.9151,78.7382,26.9565,408.089,17.2321,101.978,101.926
246,1639112635,1068.6,20211210 13:03:54,13:03:54,0,plot-sdfgghhh1-1,1,ertyhghj,1639112635,0.002656606,2.656606223,15.000059,399.976,277.1193722,28.48264222,41.10998525,0.213475112,3.271548282,0.206027436,0.129414645,145.9156314,25.14815516,25.0919,3.197140789,59.92109123,1.904729623,3.178729866,1.292411166,-117.1563344,-17.0908064,-1.105501116,10.56298952,15.16417052,2.653850571,15.000059,415.1482417,407.5221455,7.93785E-06,91.0971969,2.656606223,17.22886823,18.53161152,1.21792E-06,100.31,5,1,1,0,54685.43247,919.444,775.0910244,0.842999709,0.158699857,3,0.5,0: Broadleaf,2,TRUE,1639112635,399.976,408.083,18.5319,17.2305,399.431,18.3165,600.431,102.581,0.20013,24.995,25.0919,999.9,0,0,10015,375.66,0.916915,919.444,0.900001,0.0999987,26,19949,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2154,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,17.3,17.3,19,613.508,415.815,26.956,21.768,30.0003,21.6377,21.6167,20.8503,28.9151,78.7382,26.9565,408.173,17.2321,101.976,101.926
247,1639112639,1072.6,20211210 13:03:58,13:03:58,0,plot-sdfgghhh1-1,1,ertyhghj,1639112639,0.002654191,2.654190706,15.10489239,400.032,276.1580122,28.3835379,41.11531416,0.213086279,3.267992327,0.205657431,0.12918177,145.2473671,25.14481717,25.0975,3.198207626,59.92096209,1.904668737,3.178635107,1.293538889,-117.0498101,-18.14695224,-1.175124232,8.875480435,15.05454914,2.649640187,15.10489239,415.2624876,407.5842606,4.17535E-05,91.0971969,2.654190706,17.23054331,18.53187091,4.33696E-07,100.31,5,1,1,0,54586.805,915.233,771.5412323,0.842999796,0.15869988,3,0.5,0: Broadleaf,2,TRUE,1639112639,400.032,408.082,18.5315,17.2324,399.488,18.3161,600.54,102.58,0.200063,24.9945,25.0975,999.9,0,0,9996.25,373.821,0.916915,915.233,0.900001,0.0999988,26,19857.6,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.544,0.2154,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,17.4,17.4,19,613.547,415.746,26.9593,21.7699,30.0003,21.6395,21.6185,20.8459,28.9151,78.7382,26.9602,407.884,17.2321,101.977,101.925
248,1639112643,1076.6,20211210 13:04:02,13:04:02,0,plot-sdfgghhh1-1,1,ertyhghj,1639112643,0.002648609,2.64860911,14.96750494,400.045,276.8479626,28.45468885,41.11699394,0.212392846,3.26351733,0.205001626,0.12876866,144.5841794,25.14168481,25.1052,3.199675036,59.92668639,1.904725768,3.178426646,1.294949268,-116.8036618,-19.67039904,-1.275565571,6.834553065,14.92435948,2.643082283,14.96750494,415.2231041,407.6136485,5.21154E-06,91.0971969,2.64860911,17.23297594,18.53179273,-9.3058E-07,100.31,5,1,1,0,54463.09069,911.053,768.0177063,0.84300003,0.158700075,3,0.5,0: Broadleaf,2,TRUE,1639112643,400.045,408.03,18.5319,17.2358,399.501,18.3165,600.44,102.581,0.199922,24.9934,25.1052,999.9,0,0,9972.5,372.138,0.916915,911.053,0.899999,0.100001,25.9583,19766.9,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.544,0.2154,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,17.4,17.5,19,613.309,415.882,26.9621,21.7717,30.0004,21.6409,21.6199,20.847,28.9151,78.3679,26.964,408.033,17.2321,101.978,101.924
249,1639112647,1080.6,20211210 13:04:06,13:04:06,0,plot-sdfgghhh1-1,1,ertyhghj,1639112647,0.002643467,2.643467455,14.92412969,400.02,276.942392,28.46495852,41.11523926,0.211973371,3.268519725,0.20462162,0.128527796,143.7862355,25.13982702,25.1051,3.199655975,59.92384212,1.904794353,3.178691962,1.294861622,-116.5769148,-19.43623162,-1.258459775,6.514629297,15.01792932,2.663839163,14.92412969,415.1443603,407.5571152,-2.80029E-05,91.0971969,2.643467455,17.23616203,18.53246182,1.43719E-06,100.31,5,1,1,0,54601.44142,906.025,763.7791022,0.84300003,0.158700075,3,0.5,0: Broadleaf,2,TRUE,1639112647,400.02,408.056,18.5322,17.2259,399.476,18.3167,600.43,102.583,0.199959,24.9948,25.1051,999.9,0,0,9998.75,370.353,0.916915,906.025,0.899999,0.100001,25.875,19657.8,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.544,0.2155,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,17.5,17.5,19,613.343,415.812,26.9652,21.7732,30.0001,21.6422,21.6215,20.8456,28.9151,78.3679,26.9685,408.011,17.2321,101.977,101.924
250,1639112651,1084.6,20211210 13:04:10,13:04:10,0,plot-sdfgghhh1-1,1,ertyhghj,1639112651,0.002662247,2.662246736,14.92696263,400.056,277.9732827,28.57066829,41.1185822,0.213909324,3.264956228,0.206417363,0.129662114,143.1206708,25.13080596,25.0919,3.197140789,59.91629096,1.904418066,3.178464548,1.292722722,-117.405081,-17.30279747,-1.121465368,7.291326873,14.87325434,2.667974267,14.92696263,415.2024828,407.6130788,3.09267E-05,91.0971969,2.662246736,17.2236026,18.52920303,-1.43641E-06,100.31,4,1,1,0,54502.8941,901.832,760.2443489,0.84299997,0.158699925,3,0.5,0: Broadleaf,2,TRUE,1639112651,400.056,408.021,18.5287,17.2203,399.511,18.3135,600.399,102.582,0.200066,24.9936,25.0919,999.9,0,0,9980,368.52,0.916915,901.832,0.900001,0.099999,25.875,19566.9,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2152,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,17.6,17.6,19,613.617,415.658,26.9684,21.7749,30.0002,21.6437,21.6231,20.8432,28.9151,78.3679,26.9723,408,17.2321,101.975,101.925
251,1639112655,1088.6,20211210 13:04:14,13:04:14,0,plot-sdfgghhh1-1,1,ertyhghj,1639112655,0.002654597,2.654596551,14.90122361,399.995,277.7953543,28.55234433,41.11226049,0.213294079,3.267675855,0.205850312,0.129303596,142.5013969,25.12899581,25.0882,3.196436084,59.89979084,1.903870913,3.178426646,1.292565171,-117.0677079,-16.70062598,-1.081514038,7.651549021,14.74562894,2.651168578,14.90122361,415.1209109,407.5448606,-4.73814E-05,91.0971969,2.654596551,17.22076777,18.52267333,-3.38977E-06,100.31,4,1,1,0,54578.27518,897.93,756.9550924,0.843000114,0.158699895,3,0.5,0: Broadleaf,2,TRUE,1639112655,399.995,407.893,18.5234,17.2232,399.45,18.3085,600.383,102.582,0.199936,24.9934,25.0882,999.9,0,0,9994.38,366.925,0.916915,897.93,0.900002,0.0999982,25.8333,19482.2,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2149,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,17.6,17.7,19,613.636,415.769,26.9724,21.7762,30.0003,21.6454,21.6248,20.8466,28.9151,78.3679,26.9723,407.91,17.2321,101.975,101.924
252,1639112659,1092.6,20211210 13:04:18,13:04:18,0,plot-sdfgghhh1-1,1,ertyhghj,1639112659,0.00264847,2.648470073,14.97082977,399.989,276.9173752,28.46185111,41.11127861,0.212652939,3.267774589,0.205253236,0.128926655,141.744702,25.12639824,25.0911,3.196988409,59.89343809,1.903668996,3.178426646,1.293319413,-116.7975302,-17.21203016,-1.114614598,6.620527021,15.1544082,2.643834588,14.97082977,415.1505664,407.5376667,1.25072E-06,91.0971969,2.648470073,17.22343613,18.52250848,2.184E-08,100.31,5,1,1,0,54580.9909,893.162,752.9353838,0.842999796,0.15869988,3,0.5,0: Broadleaf,2,TRUE,1639112659,399.989,408.091,18.5216,17.2248,399.444,18.3068,600.293,102.581,0.200023,24.9934,25.0911,999.9,0,0,9995,365.095,0.916915,893.162,0.900001,0.0999988,25.6667,19378.8,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2148,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,17.7,17.7,19,613.385,415.849,26.9756,21.7781,30.0003,21.6472,21.6262,20.8455,28.9151,78.3679,26.9769,408.104,17.2321,101.976,101.925
